_id,Station Code,State,State Code,District,District Code,Block Name,Block Code,Location Name,Location Code,Basin,Basin Code,Sub Basin,Sub Basin Code,Latitude,Longitude,Monitoring Date,Water Discharge
73,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,14-03-2021,13.19
74,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,15-03-2021,13.073
75,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,16-03-2021,15.878
76,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,17-03-2021,23.5
77,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,18-03-2021,26.672
78,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,19-03-2021,26.948
79,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,20-03-2021,31.38
80,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,21-03-2021,31.178
81,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,22-03-2021,31.163
82,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,23-03-2021,30.579
83,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,24-03-2021,25.961
84,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,25-03-2021,20.943
85,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,26-03-2021,23.506
86,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,27-03-2021,29.13
87,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,28-03-2021,31.223
88,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,29-03-2021,32.097
89,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,30-03-2021,34.918
90,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,31-03-2021,24.844
91,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,01-04-2021,32.15
92,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,02-04-2021,31.91
93,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,03-04-2021,31.02
94,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,04-04-2021,29.26
95,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,05-04-2021,27.73
96,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,06-04-2021,27.47
97,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,07-04-2021,27.67
98,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,08-04-2021,27.45
99,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,09-04-2021,22.07
100,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,10-04-2021,15.26
101,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,11-04-2021,14.62
102,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,12-04-2021,13.85
103,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,13-04-2021,13.84
104,KCCCB4GMYS23,Karnataka,10,Mysuru,186,T Narsipur,130,Cauvery_Bannur,Cauvery_Bannur,Cauvery,9,Middle Cauvery,233,12.31973972,76.84117139,14-04-2021,24.81
